,Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
14212,154779,Bose SoundSport Headphones,1,99.99,02/20/19 15:17,"226 Elm St, Portland, ME 04101"
14213,154780,Bose SoundSport Headphones,1,99.99,02/16/19 20:45,"183 13th St, Portland, OR 97035"
14214,154781,Bose SoundSport Headphones,1,99.99,02/13/19 10:13,"156 West St, Atlanta, GA 30301"
14215,154782,27in FHD Monitor,1,149.99,02/04/19 09:30,"950 West St, New York City, NY 10001"
14216,154783,Apple Airpods Headphones,1,150,02/17/19 06:46,"969 Walnut St, Los Angeles, CA 90001"
14217,154784,27in 4K Gaming Monitor,1,389.99,02/12/19 20:45,"69 Ridge St, New York City, NY 10001"
14218,154785,USB-C Charging Cable,1,11.95,02/09/19 11:09,"997 11th St, Dallas, TX 75001"
14219,154786,Wired Headphones,1,11.99,02/11/19 20:39,"107 Walnut St, San Francisco, CA 94016"
14220,154787,USB-C Charging Cable,1,11.95,02/22/19 14:41,"567 Park St, New York City, NY 10001"
14221,154788,27in 4K Gaming Monitor,1,389.99,02/21/19 18:09,"77 7th St, Seattle, WA 98101"
14222,154789,27in FHD Monitor,1,149.99,02/28/19 23:04,"201 Park St, San Francisco, CA 94016"
14223,154790,AA Batteries (4-pack),1,3.84,02/03/19 16:51,"484 Park St, Seattle, WA 98101"
14224,154791,Lightning Charging Cable,1,14.95,02/18/19 09:30,"183 9th St, Seattle, WA 98101"
14225,154792,Wired Headphones,1,11.99,02/25/19 20:31,"701 Hickory St, San Francisco, CA 94016"
14226,154793,AAA Batteries (4-pack),1,2.99,02/14/19 15:24,"710 5th St, New York City, NY 10001"
14227,154794,20in Monitor,1,109.99,02/07/19 17:26,"93 4th St, New York City, NY 10001"
14228,154795,Apple Airpods Headphones,1,150,02/24/19 23:55,"459 Sunset St, San Francisco, CA 94016"
14229,154796,20in Monitor,1,109.99,02/05/19 19:19,"839 Washington St, Los Angeles, CA 90001"
14230,154797,AAA Batteries (4-pack),1,2.99,02/22/19 10:10,"388 Dogwood St, Los Angeles, CA 90001"
14231,154798,Wired Headphones,1,11.99,02/22/19 14:04,"156 Maple St, San Francisco, CA 94016"
14232,154799,ThinkPad Laptop,1,999.99,02/16/19 21:45,"429 West St, Portland, OR 97035"
14233,154800,Wired Headphones,1,11.99,02/28/19 18:57,"720 Johnson St, Boston, MA 02215"
14234,154801,USB-C Charging Cable,1,11.95,02/18/19 20:22,"185 Wilson St, Atlanta, GA 30301"
14235,154802,Bose SoundSport Headphones,1,99.99,02/24/19 14:37,"181 Adams St, Portland, OR 97035"
14236,154803,AA Batteries (4-pack),1,3.84,02/04/19 19:04,"141 River St, New York City, NY 10001"
14237,154804,USB-C Charging Cable,1,11.95,02/21/19 18:41,"513 Johnson St, Los Angeles, CA 90001"
14238,154805,Apple Airpods Headphones,1,150,02/04/19 13:30,"567 11th St, Austin, TX 73301"
14239,154806,Apple Airpods Headphones,1,150,02/17/19 06:22,"773 Highland St, Atlanta, GA 30301"
14240,154807,AA Batteries (4-pack),2,3.84,02/24/19 19:35,"337 Hickory St, Dallas, TX 75001"
14241,Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
14242,154808,Bose SoundSport Headphones,1,99.99,02/02/19 20:01,"475 Church St, Dallas, TX 75001"
14243,154809,USB-C Charging Cable,2,11.95,02/07/19 11:07,"749 Cedar St, San Francisco, CA 94016"
14244,154810,AAA Batteries (4-pack),1,2.99,02/22/19 19:51,"876 6th St, San Francisco, CA 94016"
14245,154811,Wired Headphones,1,11.99,02/25/19 22:10,"637 Jefferson St, Seattle, WA 98101"
14246,154812,Macbook Pro Laptop,1,1700,02/14/19 14:49,"443 9th St, Los Angeles, CA 90001"
14247,154813,Wired Headphones,1,11.99,02/08/19 20:27,"297 Center St, San Francisco, CA 94016"
14248,154814,AAA Batteries (4-pack),1,2.99,02/02/19 10:09,"80 Hickory St, Los Angeles, CA 90001"
14249,154815,27in 4K Gaming Monitor,1,389.99,02/02/19 23:14,"725 Spruce St, New York City, NY 10001"
14250,154816,Lightning Charging Cable,1,14.95,02/24/19 10:06,"663 Park St, New York City, NY 10001"
14251,154817,USB-C Charging Cable,2,11.95,02/12/19 08:31,"720 6th St, San Francisco, CA 94016"
14252,154818,Lightning Charging Cable,1,14.95,02/04/19 23:39,"521 Sunset St, Atlanta, GA 30301"
14253,154819,USB-C Charging Cable,1,11.95,02/27/19 23:43,"436 Dogwood St, Los Angeles, CA 90001"
14254,154820,Apple Airpods Headphones,1,150,02/18/19 21:06,"955 1st St, Dallas, TX 75001"
14255,154821,Lightning Charging Cable,1,14.95,02/18/19 10:56,"662 Main St, New York City, NY 10001"
14256,154822,USB-C Charging Cable,1,11.95,02/02/19 12:34,"32 Sunset St, Seattle, WA 98101"
14257,154823,Macbook Pro Laptop,1,1700,02/05/19 23:56,"914 Dogwood St, Los Angeles, CA 90001"
14258,154824,Apple Airpods Headphones,1,150,02/14/19 16:31,"501 River St, Boston, MA 02215"
14259,154825,Bose SoundSport Headphones,1,99.99,02/06/19 13:14,"800 Adams St, Portland, OR 97035"
14260,154826,iPhone,1,700,02/11/19 11:57,"799 Madison St, Atlanta, GA 30301"
14261,154827,AA Batteries (4-pack),1,3.84,02/14/19 14:27,"121 11th St, Dallas, TX 75001"
14262,154827,Apple Airpods Headphones,1,150,02/14/19 14:27,"121 11th St, Dallas, TX 75001"
14263,154828,AA Batteries (4-pack),2,3.84,02/04/19 06:01,"841 Willow St, San Francisco, CA 94016"
14264,154829,Google Phone,1,600,02/27/19 15:26,"955 5th St, Portland, ME 04101"
14265,154830,AA Batteries (4-pack),1,3.84,02/03/19 13:44,"101 14th St, San Francisco, CA 94016"
14266,154831,34in Ultrawide Monitor,1,379.99,02/13/19 15:08,"981 Elm St, San Francisco, CA 94016"
14267,154832,Apple Airpods Headphones,1,150,02/09/19 14:14,"729 Hill St, New York City, NY 10001"
14268,154833,AA Batteries (4-pack),1,3.84,02/06/19 11:12,"36 Spruce St, Boston, MA 02215"
14269,154834,ThinkPad Laptop,1,999.99,02/15/19 13:50,"607 Hickory St, San Francisco, CA 94016"
14270,154835,AAA Batteries (4-pack),2,2.99,02/17/19 07:53,"808 Meadow St, Los Angeles, CA 90001"
14271,154836,Lightning Charging Cable,1,14.95,02/01/19 18:37,"191 11th St, Los Angeles, CA 90001"
14272,154837,27in 4K Gaming Monitor,1,389.99,02/12/19 23:23,"777 Chestnut St, New York City, NY 10001"
14273,154838,Google Phone,1,600,02/20/19 12:34,"972 North St, New York City, NY 10001"
14274,154838,Bose SoundSport Headphones,1,99.99,02/20/19 12:34,"972 North St, New York City, NY 10001"
14275,154839,AA Batteries (4-pack),1,3.84,02/11/19 17:49,"835 Ridge St, Portland, OR 97035"
14276,154840,AAA Batteries (4-pack),1,2.99,02/10/19 18:58,"543 8th St, Seattle, WA 98101"
14277,154841,Macbook Pro Laptop,1,1700,02/28/19 21:16,"538 6th St, New York City, NY 10001"
14278,154842,USB-C Charging Cable,1,11.95,02/10/19 10:34,"245 11th St, San Francisco, CA 94016"
14279,154843,Bose SoundSport Headphones,1,99.99,02/10/19 13:34,"22 8th St, New York City, NY 10001"
14280,154844,Wired Headphones,1,11.99,02/16/19 21:42,"518 Park St, Atlanta, GA 30301"
14281,154845,Lightning Charging Cable,1,14.95,02/09/19 10:00,"486 Highland St, Boston, MA 02215"
14282,154846,34in Ultrawide Monitor,1,379.99,02/24/19 00:51,"254 Meadow St, Boston, MA 02215"
14283,154847,AA Batteries (4-pack),1,3.84,02/03/19 13:24,"200 Main St, Dallas, TX 75001"
14284,154848,Wired Headphones,2,11.99,02/16/19 12:05,"576 Hickory St, New York City, NY 10001"
14285,154849,Wired Headphones,1,11.99,02/10/19 17:39,"743 Maple St, San Francisco, CA 94016"
14286,154850,Lightning Charging Cable,1,14.95,02/22/19 15:17,"553 River St, San Francisco, CA 94016"
14287,154851,AAA Batteries (4-pack),1,2.99,02/13/19 08:55,"370 4th St, Dallas, TX 75001"
14288,154852,Lightning Charging Cable,1,14.95,02/16/19 17:48,"86 Highland St, Los Angeles, CA 90001"
14289,154853,Bose SoundSport Headphones,1,99.99,02/20/19 16:24,"171 Jackson St, San Francisco, CA 94016"
14290,154854,AAA Batteries (4-pack),2,2.99,02/23/19 10:13,"97 4th St, New York City, NY 10001"
14291,154855,Wired Headphones,1,11.99,02/05/19 14:30,"473 Pine St, Dallas, TX 75001"
14292,154856,USB-C Charging Cable,1,11.95,02/17/19 20:54,"196 Forest St, Los Angeles, CA 90001"
14293,154857,AAA Batteries (4-pack),1,2.99,02/24/19 10:22,"414 Jackson St, Seattle, WA 98101"
14294,154858,Lightning Charging Cable,1,14.95,02/13/19 14:49,"193 Maple St, San Francisco, CA 94016"
14295,154859,AAA Batteries (4-pack),1,2.99,02/19/19 15:09,"326 Washington St, Seattle, WA 98101"
14296,154860,27in FHD Monitor,1,149.99,02/21/19 05:31,"764 Ridge St, Portland, OR 97035"
14297,154861,Wired Headphones,1,11.99,02/28/19 21:21,"225 4th St, Austin, TX 73301"
14298,154862,Google Phone,1,600,02/06/19 20:00,"16 9th St, New York City, NY 10001"
14299,154862,USB-C Charging Cable,1,11.95,02/06/19 20:00,"16 9th St, New York City, NY 10001"
14300,154863,ThinkPad Laptop,1,999.99,02/15/19 17:55,"594 Cherry St, San Francisco, CA 94016"
14301,154864,Wired Headphones,1,11.99,02/01/19 19:07,"158 West St, Boston, MA 02215"
14302,154865,34in Ultrawide Monitor,1,379.99,02/19/19 16:20,"678 Lake St, Seattle, WA 98101"
14303,154866,Wired Headphones,1,11.99,02/03/19 20:11,"13 South St, Atlanta, GA 30301"
14304,154867,AA Batteries (4-pack),1,3.84,02/17/19 07:03,"950 South St, San Francisco, CA 94016"
14305,154868,AAA Batteries (4-pack),1,2.99,02/15/19 21:45,"162 Pine St, Boston, MA 02215"
14306,154869,AA Batteries (4-pack),1,3.84,02/04/19 16:38,"193 4th St, Boston, MA 02215"
14307,154870,Lightning Charging Cable,1,14.95,02/04/19 19:06,"723 Church St, New York City, NY 10001"
14308,154871,AA Batteries (4-pack),1,3.84,02/01/19 15:43,"927 14th St, Austin, TX 73301"
14309,154872,Wired Headphones,1,11.99,02/04/19 20:46,"231 2nd St, Los Angeles, CA 90001"
14310,154873,Bose SoundSport Headphones,1,99.99,02/28/19 23:23,"908 Highland St, Seattle, WA 98101"
14311,154874,Lightning Charging Cable,1,14.95,02/08/19 19:09,"938 Cedar St, San Francisco, CA 94016"
14312,154875,AAA Batteries (4-pack),1,2.99,02/25/19 00:01,"28 10th St, Atlanta, GA 30301"
14313,154876,iPhone,1,700,02/24/19 15:03,"290 Cedar St, San Francisco, CA 94016"
14314,154877,Wired Headphones,1,11.99,02/18/19 12:48,"602 12th St, Portland, OR 97035"
14315,154878,Wired Headphones,1,11.99,02/26/19 21:15,"600 Johnson St, San Francisco, CA 94016"
14316,154879,USB-C Charging Cable,2,11.95,02/18/19 12:20,"217 Lake St, Seattle, WA 98101"
14317,154880,20in Monitor,1,109.99,02/22/19 17:13,"727 Willow St, Los Angeles, CA 90001"
14318,154881,USB-C Charging Cable,1,11.95,02/20/19 18:23,"879 8th St, Atlanta, GA 30301"
14319,154882,Flatscreen TV,1,300,02/02/19 17:42,"571 Adams St, Atlanta, GA 30301"
14320,154883,Lightning Charging Cable,1,14.95,02/12/19 08:59,"439 Washington St, Dallas, TX 75001"
14321,154884,AA Batteries (4-pack),1,3.84,02/21/19 08:15,"293 Chestnut St, San Francisco, CA 94016"
14322,154885,Macbook Pro Laptop,1,1700,02/20/19 20:49,"57 Jackson St, Boston, MA 02215"
14323,154886,ThinkPad Laptop,1,999.99,02/20/19 18:05,"413 Main St, San Francisco, CA 94016"
14324,154887,AA Batteries (4-pack),1,3.84,02/08/19 09:32,"954 Spruce St, San Francisco, CA 94016"
14325,154888,27in 4K Gaming Monitor,1,389.99,02/16/19 18:52,"156 Main St, Boston, MA 02215"
14326,154889,Vareebadd Phone,1,400,02/13/19 14:44,"238 River St, Dallas, TX 75001"
14327,154890,27in FHD Monitor,1,149.99,02/13/19 12:35,"259 Adams St, New York City, NY 10001"
14328,154891,Lightning Charging Cable,1,14.95,02/24/19 16:24,"113 4th St, Boston, MA 02215"
14329,154892,Wired Headphones,1,11.99,02/18/19 13:22,"169 5th St, Austin, TX 73301"
14330,154893,Lightning Charging Cable,1,14.95,02/28/19 13:59,"756 Adams St, Boston, MA 02215"
14331,154894,Apple Airpods Headphones,1,150,02/16/19 09:30,"931 2nd St, San Francisco, CA 94016"
14332,154895,Flatscreen TV,1,300,02/14/19 10:16,"520 Lincoln St, Boston, MA 02215"
14333,154896,27in 4K Gaming Monitor,1,389.99,02/27/19 16:58,"629 South St, Los Angeles, CA 90001"
14334,154897,34in Ultrawide Monitor,1,379.99,02/07/19 16:48,"904 Pine St, Austin, TX 73301"
14335,154898,Bose SoundSport Headphones,1,99.99,02/14/19 21:50,"855 Jackson St, Atlanta, GA 30301"
14336,154899,AA Batteries (4-pack),2,3.84,02/06/19 17:52,"277 12th St, Dallas, TX 75001"
14337,154900,Bose SoundSport Headphones,1,99.99,02/14/19 20:15,"380 Lincoln St, Atlanta, GA 30301"
14338,154901,Apple Airpods Headphones,1,150,02/19/19 10:45,"42 Spruce St, Atlanta, GA 30301"
14339,154902,Apple Airpods Headphones,1,150,02/28/19 22:52,"289 West St, Atlanta, GA 30301"
14340,154903,USB-C Charging Cable,1,11.95,02/27/19 18:44,"640 10th St, Dallas, TX 75001"
14341,154904,Apple Airpods Headphones,1,150,02/05/19 19:23,"939 Dogwood St, Portland, OR 97035"
14342,154905,34in Ultrawide Monitor,1,379.99,02/25/19 13:14,"113 10th St, Boston, MA 02215"
14343,154906,iPhone,1,700,02/14/19 14:01,"220 Hickory St, New York City, NY 10001"
14344,154907,Wired Headphones,1,11.99,02/13/19 15:25,"373 Maple St, New York City, NY 10001"
14345,154908,27in FHD Monitor,1,149.99,02/24/19 21:59,"639 Hill St, New York City, NY 10001"
14346,154909,Lightning Charging Cable,1,14.95,02/24/19 02:54,"821 2nd St, Portland, OR 97035"
14347,154910,USB-C Charging Cable,2,11.95,02/17/19 12:50,"595 9th St, Atlanta, GA 30301"
14348,154911,Bose SoundSport Headphones,1,99.99,02/24/19 01:27,"230 Lake St, Los Angeles, CA 90001"
14349,154912,Wired Headphones,1,11.99,02/02/19 13:44,"843 Cedar St, San Francisco, CA 94016"
14350,154913,AA Batteries (4-pack),1,3.84,02/01/19 10:16,"582 Maple St, San Francisco, CA 94016"
14351,154914,20in Monitor,1,109.99,02/08/19 12:27,"902 Center St, Los Angeles, CA 90001"
14352,,,,,,
14353,154915,AA Batteries (4-pack),2,3.84,02/25/19 21:33,"945 Washington St, Atlanta, GA 30301"
14354,154916,AAA Batteries (4-pack),2,2.99,02/07/19 08:20,"948 West St, San Francisco, CA 94016"
14355,154917,Lightning Charging Cable,1,14.95,02/16/19 18:26,"484 Dogwood St, Los Angeles, CA 90001"
14356,154918,Apple Airpods Headphones,1,150,02/21/19 20:45,"106 River St, San Francisco, CA 94016"
14357,154919,LG Washing Machine,1,600.0,02/01/19 21:26,"588 Lincoln St, New York City, NY 10001"
14358,154920,USB-C Charging Cable,1,11.95,02/04/19 11:25,"648 North St, New York City, NY 10001"
14359,154921,Wired Headphones,1,11.99,02/20/19 06:44,"87 West St, Dallas, TX 75001"
14360,154922,AAA Batteries (4-pack),1,2.99,02/25/19 22:52,"672 Cherry St, Boston, MA 02215"
14361,154923,USB-C Charging Cable,1,11.95,02/08/19 14:51,"694 Spruce St, New York City, NY 10001"
14362,154924,USB-C Charging Cable,1,11.95,02/16/19 10:57,"33 Jackson St, Portland, OR 97035"
14363,154925,iPhone,1,700,02/07/19 21:29,"695 Jackson St, Los Angeles, CA 90001"
14364,154925,Wired Headphones,1,11.99,02/07/19 21:29,"695 Jackson St, Los Angeles, CA 90001"
14365,154926,Apple Airpods Headphones,1,150,02/10/19 14:24,"737 Sunset St, Los Angeles, CA 90001"
14366,154927,Apple Airpods Headphones,1,150,02/16/19 07:57,"549 North St, San Francisco, CA 94016"
14367,154928,Lightning Charging Cable,2,14.95,02/05/19 10:00,"405 Johnson St, Seattle, WA 98101"
14368,154929,Flatscreen TV,1,300,02/10/19 16:51,"722 South St, San Francisco, CA 94016"
14369,154930,27in FHD Monitor,1,149.99,02/10/19 14:44,"708 13th St, Seattle, WA 98101"
14370,154931,AAA Batteries (4-pack),1,2.99,02/07/19 10:28,"301 Center St, Portland, OR 97035"
14371,154932,Bose SoundSport Headphones,1,99.99,02/18/19 16:36,"449 Park St, Portland, OR 97035"
14372,154933,Bose SoundSport Headphones,1,99.99,02/06/19 21:09,"850 Park St, San Francisco, CA 94016"
14373,154934,Wired Headphones,1,11.99,02/01/19 11:49,"166 14th St, San Francisco, CA 94016"
14374,154935,Bose SoundSport Headphones,1,99.99,02/11/19 21:28,"731 Johnson St, Portland, OR 97035"
14375,154936,Flatscreen TV,1,300,02/28/19 22:58,"446 Center St, Boston, MA 02215"
14376,154937,USB-C Charging Cable,1,11.95,02/11/19 07:42,"603 6th St, Boston, MA 02215"
14377,154938,Bose SoundSport Headphones,1,99.99,02/25/19 19:50,"875 Spruce St, New York City, NY 10001"
14378,154939,20in Monitor,1,109.99,02/15/19 13:07,"470 Adams St, Los Angeles, CA 90001"
14379,154940,Lightning Charging Cable,1,14.95,02/10/19 19:17,"590 Walnut St, Dallas, TX 75001"
14380,154941,Wired Headphones,1,11.99,02/03/19 12:45,"284 11th St, San Francisco, CA 94016"
14381,154942,USB-C Charging Cable,1,11.95,02/17/19 15:47,"767 12th St, San Francisco, CA 94016"
14382,154943,AA Batteries (4-pack),1,3.84,02/08/19 17:22,"306 Church St, Dallas, TX 75001"
14383,154943,34in Ultrawide Monitor,1,379.99,02/08/19 17:22,"306 Church St, Dallas, TX 75001"
14384,154944,Wired Headphones,1,11.99,02/17/19 09:30,"837 Forest St, New York City, NY 10001"
14385,154945,Bose SoundSport Headphones,1,99.99,02/28/19 10:04,"920 Jackson St, Boston, MA 02215"
14386,154946,34in Ultrawide Monitor,1,379.99,02/08/19 15:10,"930 Washington St, Austin, TX 73301"
14387,154947,34in Ultrawide Monitor,1,379.99,02/05/19 17:51,"757 4th St, San Francisco, CA 94016"
14388,154948,Apple Airpods Headphones,1,150,02/04/19 15:46,"229 Sunset St, Seattle, WA 98101"
14389,154949,LG Dryer,1,600.0,02/15/19 23:03,"508 9th St, New York City, NY 10001"
14390,154950,AA Batteries (4-pack),1,3.84,02/20/19 17:07,"9 Forest St, Dallas, TX 75001"
14391,154951,Wired Headphones,1,11.99,02/26/19 22:15,"859 Maple St, Austin, TX 73301"
14392,154952,AAA Batteries (4-pack),1,2.99,02/23/19 10:33,"102 Johnson St, Portland, OR 97035"
14393,154953,USB-C Charging Cable,1,11.95,02/19/19 02:14,"772 6th St, Boston, MA 02215"
14394,154954,Lightning Charging Cable,1,14.95,02/15/19 20:30,"818 Elm St, Los Angeles, CA 90001"
14395,154955,Lightning Charging Cable,1,14.95,02/04/19 11:31,"664 5th St, Los Angeles, CA 90001"
14396,154956,Google Phone,1,600,02/02/19 17:34,"412 1st St, Atlanta, GA 30301"
14397,154957,AAA Batteries (4-pack),1,2.99,02/06/19 10:49,"850 South St, Atlanta, GA 30301"
14398,154958,Wired Headphones,1,11.99,02/07/19 19:31,"594 1st St, Boston, MA 02215"
14399,154959,Apple Airpods Headphones,1,150,02/19/19 12:08,"141 Highland St, Atlanta, GA 30301"
14400,154960,iPhone,1,700,02/26/19 14:50,"223 Church St, Austin, TX 73301"
14401,154961,20in Monitor,1,109.99,02/17/19 21:55,"665 Willow St, San Francisco, CA 94016"
14402,154962,27in 4K Gaming Monitor,1,389.99,02/03/19 19:54,"520 8th St, San Francisco, CA 94016"
14403,154963,Wired Headphones,1,11.99,02/10/19 22:47,"821 Spruce St, Atlanta, GA 30301"
14404,154964,AA Batteries (4-pack),1,3.84,02/25/19 20:59,"463 14th St, Boston, MA 02215"
14405,154965,AA Batteries (4-pack),1,3.84,02/01/19 19:03,"656 Sunset St, Atlanta, GA 30301"
14406,154966,34in Ultrawide Monitor,1,379.99,02/05/19 09:52,"395 Sunset St, Dallas, TX 75001"
14407,154967,Bose SoundSport Headphones,1,99.99,02/03/19 23:49,"644 Main St, Los Angeles, CA 90001"
14408,154968,Wired Headphones,1,11.99,02/03/19 11:51,"350 Ridge St, Austin, TX 73301"
14409,154969,27in 4K Gaming Monitor,1,389.99,02/11/19 19:38,"983 13th St, Boston, MA 02215"
14410,154970,USB-C Charging Cable,1,11.95,02/09/19 13:05,"906 Johnson St, Portland, OR 97035"
14411,154971,Bose SoundSport Headphones,1,99.99,02/22/19 20:26,"435 Johnson St, Los Angeles, CA 90001"
14412,154972,Google Phone,1,600,02/18/19 20:16,"178 Cedar St, Austin, TX 73301"
14413,154973,AAA Batteries (4-pack),1,2.99,02/20/19 15:05,"736 Adams St, Atlanta, GA 30301"
14414,154974,27in 4K Gaming Monitor,1,389.99,02/08/19 10:07,"767 Walnut St, San Francisco, CA 94016"
14415,154975,Lightning Charging Cable,1,14.95,02/23/19 03:55,"887 Jefferson St, Dallas, TX 75001"
14416,154976,Apple Airpods Headphones,1,150,02/28/19 07:54,"473 Johnson St, Atlanta, GA 30301"
14417,154977,USB-C Charging Cable,1,11.95,02/25/19 13:20,"658 6th St, Seattle, WA 98101"
14418,154978,Apple Airpods Headphones,1,150,02/23/19 20:07,"383 Johnson St, Austin, TX 73301"
14419,154979,Lightning Charging Cable,1,14.95,02/19/19 09:31,"224 Wilson St, San Francisco, CA 94016"
14420,154980,Lightning Charging Cable,1,14.95,02/13/19 16:21,"12 10th St, Atlanta, GA 30301"
14421,154981,27in 4K Gaming Monitor,1,389.99,02/16/19 13:38,"421 6th St, Seattle, WA 98101"
14422,154982,Wired Headphones,1,11.99,02/04/19 21:39,"202 Church St, Boston, MA 02215"
14423,154983,Macbook Pro Laptop,1,1700,02/27/19 21:14,"634 11th St, New York City, NY 10001"
14424,154984,iPhone,1,700,02/05/19 16:45,"573 Lake St, Seattle, WA 98101"
14425,154985,Apple Airpods Headphones,1,150,02/10/19 19:04,"267 Pine St, Los Angeles, CA 90001"
14426,154986,Lightning Charging Cable,1,14.95,02/17/19 15:05,"492 Pine St, New York City, NY 10001"
14427,154987,AAA Batteries (4-pack),1,2.99,02/24/19 20:30,"270 Main St, Portland, OR 97035"
14428,154988,USB-C Charging Cable,1,11.95,02/03/19 19:38,"300 Hill St, Seattle, WA 98101"
14429,154989,Google Phone,1,600,02/09/19 14:24,"961 Jefferson St, San Francisco, CA 94016"
14430,154989,USB-C Charging Cable,1,11.95,02/09/19 14:24,"961 Jefferson St, San Francisco, CA 94016"
14431,154989,Bose SoundSport Headphones,1,99.99,02/09/19 14:24,"961 Jefferson St, San Francisco, CA 94016"
14432,154990,Lightning Charging Cable,1,14.95,02/24/19 15:25,"769 Pine St, San Francisco, CA 94016"
14433,154991,iPhone,1,700,02/01/19 15:36,"160 Center St, Los Angeles, CA 90001"
14434,154992,AA Batteries (4-pack),2,3.84,02/02/19 21:38,"238 Lincoln St, Portland, OR 97035"
14435,154993,AAA Batteries (4-pack),4,2.99,02/06/19 19:52,"104 Pine St, Boston, MA 02215"
14436,154994,Bose SoundSport Headphones,1,99.99,02/20/19 17:53,"500 Jackson St, Los Angeles, CA 90001"
14437,154995,Macbook Pro Laptop,1,1700,02/22/19 17:58,"285 4th St, San Francisco, CA 94016"
14438,154996,Apple Airpods Headphones,1,150,02/17/19 09:00,"271 7th St, San Francisco, CA 94016"
14439,154997,USB-C Charging Cable,1,11.95,02/27/19 06:17,"527 Hill St, Boston, MA 02215"
14440,154998,AA Batteries (4-pack),1,3.84,02/06/19 01:05,"121 10th St, Los Angeles, CA 90001"
14441,154999,Lightning Charging Cable,1,14.95,02/10/19 19:37,"574 Maple St, Atlanta, GA 30301"
14442,155000,27in FHD Monitor,1,149.99,02/03/19 09:12,"747 1st St, Boston, MA 02215"
14443,155001,AAA Batteries (4-pack),1,2.99,02/04/19 20:06,"704 Park St, San Francisco, CA 94016"
14444,155002,AAA Batteries (4-pack),1,2.99,02/14/19 17:39,"779 Pine St, Dallas, TX 75001"
14445,155003,ThinkPad Laptop,1,999.99,02/25/19 13:26,"753 Meadow St, New York City, NY 10001"
14446,155004,Flatscreen TV,1,300,02/06/19 13:54,"244 Madison St, Boston, MA 02215"
14447,155005,Apple Airpods Headphones,1,150,02/25/19 12:27,"118 Walnut St, San Francisco, CA 94016"
14448,155006,Apple Airpods Headphones,1,150,02/25/19 18:21,"792 5th St, New York City, NY 10001"
14449,155007,Wired Headphones,1,11.99,02/02/19 08:48,"157 Lake St, Boston, MA 02215"
14450,155008,Lightning Charging Cable,2,14.95,02/17/19 11:08,"209 14th St, Atlanta, GA 30301"
14451,155009,34in Ultrawide Monitor,1,379.99,02/04/19 21:34,"780 4th St, Seattle, WA 98101"
14452,155010,AAA Batteries (4-pack),1,2.99,02/08/19 09:05,"561 10th St, San Francisco, CA 94016"
14453,155011,Wired Headphones,2,11.99,02/22/19 11:39,"458 Adams St, Portland, OR 97035"
14454,155012,34in Ultrawide Monitor,1,379.99,02/01/19 20:11,"697 Church St, Dallas, TX 75001"
14455,155013,AAA Batteries (4-pack),2,2.99,02/02/19 13:29,"884 Hill St, New York City, NY 10001"
14456,155014,iPhone,1,700,02/03/19 12:13,"755 9th St, Los Angeles, CA 90001"
14457,155015,Lightning Charging Cable,2,14.95,02/13/19 10:55,"868 Maple St, San Francisco, CA 94016"
14458,155016,Bose SoundSport Headphones,1,99.99,02/02/19 14:09,"444 North St, New York City, NY 10001"
14459,155017,Wired Headphones,1,11.99,02/21/19 13:01,"768 Meadow St, San Francisco, CA 94016"
14460,155018,AAA Batteries (4-pack),2,2.99,02/28/19 07:02,"393 7th St, San Francisco, CA 94016"
14461,155019,Apple Airpods Headphones,1,150,02/03/19 09:57,"530 Maple St, Los Angeles, CA 90001"
14462,155020,Wired Headphones,1,11.99,02/24/19 16:29,"731 Adams St, Austin, TX 73301"
14463,155021,Bose SoundSport Headphones,1,99.99,02/08/19 16:04,"707 Willow St, Dallas, TX 75001"
14464,155022,Bose SoundSport Headphones,1,99.99,02/14/19 21:39,"614 14th St, New York City, NY 10001"
14465,155023,Lightning Charging Cable,1,14.95,02/24/19 22:31,"327 14th St, San Francisco, CA 94016"
14466,155024,Lightning Charging Cable,1,14.95,02/03/19 14:29,"68 West St, Austin, TX 73301"
14467,155025,Wired Headphones,1,11.99,02/27/19 14:38,"624 Lincoln St, Boston, MA 02215"
14468,155026,AAA Batteries (4-pack),3,2.99,02/23/19 12:02,"436 Jefferson St, San Francisco, CA 94016"
14469,155027,AAA Batteries (4-pack),1,2.99,02/25/19 21:26,"280 Lake St, Boston, MA 02215"
14470,155028,Lightning Charging Cable,1,14.95,02/16/19 21:46,"814 2nd St, Dallas, TX 75001"
14471,155029,27in 4K Gaming Monitor,1,389.99,02/11/19 20:47,"591 Madison St, New York City, NY 10001"
14472,155030,AAA Batteries (4-pack),1,2.99,02/24/19 19:21,"194 6th St, New York City, NY 10001"
14473,155031,Lightning Charging Cable,1,14.95,02/15/19 06:52,"805 Ridge St, Austin, TX 73301"
14474,155031,Lightning Charging Cable,2,14.95,02/15/19 06:52,"805 Ridge St, Austin, TX 73301"
14475,155032,34in Ultrawide Monitor,1,379.99,02/18/19 18:31,"355 Main St, Los Angeles, CA 90001"
14476,155033,Macbook Pro Laptop,1,1700,02/23/19 11:57,"765 Forest St, Austin, TX 73301"
14477,155034,USB-C Charging Cable,2,11.95,02/18/19 16:48,"979 Main St, Boston, MA 02215"
